id,name,platforms,location,country,description,price_min,price_max,rating,review_count,featured,website,email,source,source_ref,verified,verification_method,verified_at
86,Definiti,automationanywhere,,,"definiti is a People First, Technology Consulting firm helping organisations in Australia improve their effectiveness and profitability. Our main focus is to make people successful at work by creating TIME through deployment of smart Digital Worker and Intelligent Workplace solutions; * Make informed decisions with our Process Automation Decision Tool - VisibleSky× @ www.visiblesky.co - measure it, score it, see it, make better decisions * Augment Workforce by refocusing staff on High Value Tasks and let the Intelligent Robots combined with Automated Process software, take care of the necessary and very repetitive low value tasks. * Dependable and cost effective SharePoint files management and content migration. definiti is a Microsoft Gold Partner in Content & Collaboration.",0,0,0,0,false,https://www.definiti.com.au/,,public_api,https://www.definiti.com.au/,true,api_match,2026-02-26T08:45:51.038Z
87,Deloitte,automationanywhere,,,"Deloitte provides industry-leading audit, consulting, tax and advisory services to many of the world's most admired brands, including more than 85 percent of the Fortune 500 and more than 6,000 private and middle market companies. Our people work across more than 20 industry sectors to make an impact that matters×delivering measurable and lasting results that help reinforce public trust in our capital markets, inspire clients to see challenges as opportunities to transform and thrive, and help lead the way toward a stronger economy and a healthy society. Deloitte is proud to be part of the largest global professional services network serving our clients in the markets that are most important to them.",0,0,0,0,false,https://www2.deloitte.com/us/en/pages/consulting/solutions/automation-anywhere.html?nc=1,,public_api,https://www2.deloitte.com/us/en/pages/consulting/solutions/automation-anywhere.html?nc=1,true,api_match,2026-02-26T08:45:51.038Z
88,Devoteam,automationanywhere,,,"At Devoteam, we deliver innovative technology consulting for business. We are 5,200 professionals dedicated to ensuring our clients win their digital battles. Present in 17 countries in Europe and the Middle East and drawing on 20 years of experience, we improve business performance making their companies truly digital. We build IT infrastructure for digital, and make sure people are along for the ride. www.devoteam.com",0,0,0,0,false,https://www.devoteam.com/,,public_api,https://www.devoteam.com/,true,api_match,2026-02-26T08:45:51.038Z
89,Digination,automationanywhere,,,"Digination is a regional leading company in Enterprise Content Management, Business Process Management, Business Intelligence and Analytics, it empowers organizations to move faster and work smarter. With software solutions so intuitive, your organization can concentrate on what it does best. We understand the value of content and data for an organization×s success and hence work out suitable solutions that seamlessly fit into any automation need which makes work more efficient and delivery; best in class. www.Diginationmea.com",0,0,0,0,false,https://diginationmea.com/ws/,,public_api,https://diginationmea.com/ws/,true,api_match,2026-02-26T08:45:51.038Z
90,Digital Automation Sas,automationanywhere,,,"Arenales 3648, Piso 8, Dept B, 1425 Buenos Aires, Argentina (link sends email)",0,0,0,0,false,https://tel:+541148325251,,public_api,https://tel:+541148325251,true,api_match,2026-02-26T08:45:51.038Z
91,Digitivy,automationanywhere,,,"Digitivy is a leader in Digital Innovation & Transformation. Our Hyper Automation practice is focused on helping our clients develop “Future of Work” aligned strategies & solutions that will help them stay competitive by optimizing their business processes. We are experts in leveraging Artificial Intelligence (AI)/Machine Learning to develop “Intelligent Digital Worker” bots that aid in enhancing decision-making worker productivity. We blend our expertise in technologies including Robotic Process Automation (RPA), Blockchain & Cloud to deliver end-to-end Process Automation capabilities.",0,0,0,0,false,http://digitivy.com/,,public_api,http://digitivy.com/,true,api_match,2026-02-26T08:45:51.038Z
92,Direction Resources,automationanywhere,,,"Direction Resources is a strategic marketing and business growth firm focused on helping small to medium size companies scale their businesses while increasing their profitability. We can show ANY business owner in less than 45 minutes how to triple their current number of leads, double their sales, and increase their annual revenue by $50,000 or more, and WITHOUT spending a cent on marketing or advertising. www.directionresources.com",0,0,0,0,false,https://directionresources.com/,,public_api,https://directionresources.com/,true,api_match,2026-02-26T08:45:51.038Z
93,Dirwa,automationanywhere,,,"We are experts in scaling up your Digital Workforce. Our large certified group of consultants located in Portugal, Mexico, Argentina, Chile, Brazil, and the United States provide a full range of services for creating and scaling a Digital Workforce and for transferring that knowledge to our customers, enabling companies to securely integrate a Digital Workforce into their operations with ease. www.dirwa.com",0,0,0,0,false,https://www.dirwa.com/en-us/,,public_api,https://www.dirwa.com/en-us/,true,api_match,2026-02-26T08:45:51.038Z
94,Disitem Tecnologias De Informacion Sa De Cv,automationanywhere,,,"For 25 years we have been using technology to benefit our clients, aligning ourselves with their business objectives, regardless of the industry they belong to.  We provide valuable information and specialized strategies with the aim of generating savings, reducing time and errors in process execution.",0,0,0,0,false,https://www.dti.com.mx,,public_api,https://www.dti.com.mx,true,api_match,2026-02-26T08:45:51.038Z
95,Disys,automationanywhere,,,"Digital Intelligence Systems, LLC (DISYS) is a global managed services and staffing firm with 33 offices worldwide specializing in Managed Staffing Services, Agile Services, Application Development Services, Business Intelligence Services, Cloud Enablement Services, and Enterprise Resource Planning.",0,0,0,0,false,https://www.disys.com/,,public_api,https://www.disys.com/,true,api_match,2026-02-26T08:45:51.038Z
96,Dogus Technology,automationanywhere,,,"Founded in 2012 as part of Doğuş Group, we embarked on a journey in the field of information technologies with the excitement of adding value. From day one, we've pursued new technologies with our young team, adopting an agile and reliable work culture. We are one of the pioneering technology companies in Turkey and global markets, setting firsts in the IT sector.  As one of Turkey’s leading R&D centers, we offer a wide range of services such as Generative Artificial Intelligence, Data Analytics, System Integration, CRM and ERP solutions, Infrastructure and Networking, Cybersecurity, IoT, and Web and Mobile Technologies.",0,0,0,0,false,https://www.d-teknoloji.com.tr/,,public_api,https://www.d-teknoloji.com.tr/,true,api_match,2026-02-26T08:45:51.038Z
97,Drivenstack Wyoming,"zapier,make,n8n,custom,ai",Wyoming,United States,Manual onboarding request from /join. Please update profile details.,0,0,0,0,false,https://drivenstack.com/,tech@drivenstack.com,verified_manual,tech@drivenstack.com,true,manual_review,2026-02-24T15:51:49.352Z
98,Duco Technology Limited London,automationanywhere,London,Luxembourg,"Duco's mission is to make managing data easy. Financial services firms rely on us to reduce costs and dramatically improve efficiency in reconciliation and other data integrity tasks. Our self-service, cloud-based tools empower users to aggregate, normalize and reconcile any type of data on demand. Customers are live in 24 hours, with results in 7 days and tangible business value in 30 days. Headquartered in London, with offices in New York, Luxembourg, Edinburgh, Wroclaw and Singapore, Duco's customers include global banks, brokers, asset managers, exchanges and middle and back office outsourcers. For more information go to www.du.co",0,0,0,0,false,https://www.du.co/,,public_api,https://www.du.co/,true,api_match,2026-02-26T08:45:51.038Z
99,Dxc Technologies,automationanywhere,,,"DXC Technology is the world×s leading end-to-end IT services company, helping customers harness the power of innovation to thrive on change. DXC combines years of experience running mission-critical systems with the latest digital innovations to deliver better business outcomes, competitiveness and experiences for our customers. DXC Agile Process Automation combines process mining/modeling, full RPA management/orchestration and business analytics dashboards on the world×s two largest clouds with a truly consumption-based pricing model. www.dxc.com",0,0,0,0,false,https://www.dxc.technology/,,public_api,https://www.dxc.technology/,true,api_match,2026-02-26T08:45:51.038Z
100,Dynatos,automationanywhere,,,"Dynatos is the competence center for Intelligent Finance Process Automation and a member of the Cronos Group, a leading IT-service provider. Dynatos strives for continuous perfection of Financial Process Automation by consolidating expertise, inspiring ideas and innovative technology to automate business processes and to generate operational efficiency. Dynatos offers solutions in the area of Robotic Process Automation, Procure-to-Pay, Order-to-Cash and e-invoicing. Dynatos contributes to the modern robotic finance function of international customer organizations.",0,0,0,0,false,https://www.dynatos.com/es/,,public_api,https://www.dynatos.com/es/,true,api_match,2026-02-26T08:45:51.038Z
101,E Xim It,automationanywhere,,,"We are an innovative, rapidly growing company based in Warsaw, Poland, focused on products and expertise around Robotic Process Automation, Enterprise Service Management and Digital Transformation. Since funding in 2013, we deliver high valued projects for the biggest European companies, led by motto ×We do know how!×. Approaching every engagement individually, we aim to achieve mutual benefits with our customers, delivering consulting, implementation services or the software licenses resale. Delivering the RPA on the Automation Anywhere Platform, we holistically implement the processes/robots, delivering the premium products and services; helping to leverage the platform value and build long term relationships.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.366Z
102,Emergys,automationanywhere,,,"Emergys is a leading provider of innovative business solutions, combining cutting-edge software with expert professional services. With over 20 years of experience and a global workforce of around 1000 across the US, Mexico, India, EMEA and APAC, we deliver tailored solutions for diverse industries, including manufacturing, retail, BFSI, energy and education. With practices across Enterprise Solutions, Data Analytics & AI and Modern Applications, we specialize in enterprise management and intelligent process automation, focusing on HyperAutomation and Generative AI. RPA automates complex, repetitive tasks, freeing up your team for higher-value activities. Generative AI creates new possibilities for intelligent automation and data-driven decision-making. With a client-centric approach, Emergys is committed to exceeding expectations and building lasting partnerships.",0,0,0,0,false,https://www.emergys.com,,public_api,https://www.emergys.com,true,api_match,2026-02-26T08:45:51.038Z
103,Emtec,automationanywhere,,,"Emtec is an IT consultancy dedicated to helping our clients drive digital transformation and growth by employing the latest technologies and processes to empower their employees, accelerate innovation and deliver amazing client experiences. Emtec's suite of intelligent automation services leverage process automation, machine learning and cognitive services to digitally optimize business processes.",0,0,0,0,false,https://www.emtecinc.com/,,public_api,https://www.emtecinc.com/,true,api_match,2026-02-26T08:45:51.038Z
104,Enabletree Consulting Pvt Ltd,automationanywhere,,,Enabletree is a focused organization in the emerging technologies space. Over the last 5 years we have understood the market need and have been working on creating an organization which is focused on Robotic Process Automation (RPA) and Artificial Intelligence (AI). Our alliance with leading RPA OEMs like Automation Anywhere has helped us in creating strong practices around RPA. Our focused consultative approach and getting involved from the beginning of the RPA process has helped organizations yield desired results through their RPA journey. www.enabletree.in,0,0,0,0,false,http://www.enabletree.in/,,public_api,http://www.enabletree.in/,true,api_match,2026-02-26T08:45:51.038Z
105,Enterprise Analytics Sri Lanka,automationanywhere,Sri Lanka,is a technology consulting,"Enterprise Analytics, headquartered in Sri Lanka, is a technology consulting and services company focused on business applications and digital technologies. Enterprise Analytics is an Authorized IFS Service Partner with IFS Applications Competency. Enterprise Analytics has its wings spread across many countries such as Germany, Austria, Switzerland, North America, United Kingdom, Bangladesh, etc. in their digitalization journey. The industry expertise of our people and solutions, together with a commitment to delivering value to every one of our customers, has made Enterprise Analytics a recognized solution and a service provider in IFS ERP domain and Robotic Process Automation (RPA) domain.",0,0,0,0,false,https://www.e-analytics.com/,,public_api,https://www.e-analytics.com/,true,api_match,2026-02-26T08:45:51.038Z
106,Enterprise Computing Limited Ghana,automationanywhere,,,"Enterprise Computing Limited (“ECL”) is a leading professional services organisation that provides a wide range of services covering Robotic Process Automation, Cloud and Infrastructure, CyberSecurity, Application Development, Backup and Recovery, Archival and Data Retention. Our exceptional services allows our customers to grow and retain their clients by leveraging on our world-class approach to I.T services to deliver an exceptional customer experience. www.entcomputing.com",0,0,0,0,false,https://www.entcomputing.com/,,public_api,https://www.entcomputing.com/,true,api_match,2026-02-26T08:45:51.038Z
107,Enterprise System Solutions Private Limited Esspl The Usa,automationanywhere,the USA,,"Enterprise System Solutions Private Limited (ESSPL) is a leading digital transformation service provider with over 27 years of experience in enabling businesses to thrive in an increasingly digital world. With a talented team of 800+ professionals across development centers in India and project management offices in the UK and US, ESSPL operates as a global powerhouse delivering tailored IT solutions. ESSPL is Youngsoft Company. Youngsoft Inc. is based in the USA and provides IT consulting in the healthcare domain.",0,0,0,0,false,http://www.esspl.com,,public_api,http://www.esspl.com,true,api_match,2026-02-26T08:45:51.038Z
108,Epam Systems Inc,automationanywhere,,,"Since 1993, EPAM Systems, Inc. (NYSE: EPAM) has leveraged its software engineering expertise to become a leading global product development, digital platform engineering, and top digital and product design agency. Through its 'Engineering DNA' and innovative strategy, consulting, and design capabilities, EPAM works in collaboration with its customers to deliver next-gen solutions that turn complex business challenges into real business outcomes. EPAM's global teams serve customers in over 25 countries across North America, Europe, Asia and Australia.",0,0,0,0,false,https://www.epam.com/,,public_api,https://www.epam.com/,true,api_match,2026-02-26T08:45:51.038Z
109,Ephesoft Inc,automationanywhere,,,"Ephesoft, Inc. develops technology that makes meaning out of unstructured data for decision-makers worldwide. Using supervised machine learning and a focus on efficiency and reliability, Ephesoft has crafted the next generation of enterprise content capture and data discovery solutions. Organizations use this power to automate any document-based business processes, improving accuracy, increasing productivity and reducing costs. Ephesoft is headquartered in Irvine, Calif., with regional offices throughout the US, EMEA and Asia Pacific. The company is undergoing rapid growth and has customers in over 50 countries.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
110,Ernst And Young Llp,automationanywhere,,,"EY is a global leader in assurance, tax, transaction and advisory services. The insights and quality services we deliver help build trust and confidence in the capital markets and in economies the world over. We develop outstanding leaders who team to deliver on our promises to all of our stakeholders. In so doing, we play a critical role in building a better working world for our people, for our clients and for our communities.",0,0,0,0,false,https://www.ey.com/,,public_api,https://www.ey.com/,true,api_match,2026-02-26T08:45:51.038Z
111,Esys Yazilim Bilisim Limited Sirketi,automationanywhere,,,"ESYS spun off from ISIS Bilisim due to the sales of its eTransformations Business in 2018. Our main target is to combine Cloud Based services with domain knowledge and provide digital transformation for cutting clients× businesses operating expenses. We are proud of our expertise in several domains such as foreign trade, accounting etc. and our ability to offer a combination of business knowhow and after-sales support for a long-term partnership. We believe our main offer is to hit a long journey with our clients in such a fast-moving and dynamic sector.",0,0,0,0,false,https://www.esystems.com.tr/,,public_api,https://www.esystems.com.tr/,true,api_match,2026-02-26T08:45:51.038Z
112,Everis,automationanywhere,,,"everis, an NTT DATA Company, is dedicated to consulting and outsourcing in all sectors, with a turnover of EUR 1.43 billion in the last financial year. We are a large family with 24,500 professionals across Europe, USA and Latin America. Above all, everis believes in its people, their ongoing development and their talent. We are firmly committed to talent and our main goal is to nurture high performing professionals by creating an environment of responsible freedom. At everis, transformation is an attitude, empowering organizations in a connected world. www.everis.com",0,0,0,0,false,https://www.everis.com/global/en,,public_api,https://www.everis.com/global/en,true,api_match,2026-02-26T08:45:51.038Z
113,Evoke Technologies,automationanywhere,,,"Evoke Technologies is an SEI-CMMI Level 3 appraised, ISO 27001 and 9001 compliant innovative information technology services firm offering world-class software solutions. We are a client-centric and relationship-based company with a focus on providing quality and cost-effective IT Services and support solutions. www.evoketechnologies.com",0,0,0,0,false,https://www.evoketechnologies.com/,,public_api,https://www.evoketechnologies.com/,true,api_match,2026-02-26T08:45:51.038Z
114,Evolutia,automationanywhere,,,"At EvolutIA, we are pioneers in Agentic AI and Automation. We bring decades of combined experience to design, build, and deploy production-grade AI, Automation, and Agentic systems that modernize operations, delivering working solutions faster, leaner, and at lower cost than traditional consulting. We maximize efficiency, optimize decision-making, and safeguard intellectual property. Our flexible, scalable AI infrastructure maintains control over data, secures internal knowledge, and drives continuous innovation. Our programs, products, and solutions are designed to move AI from Strategy to ROI, quickly.",0,0,0,0,false,http://www.theevolutia.com,,public_api,http://www.theevolutia.com,true,api_match,2026-02-26T08:45:51.038Z
115,Excelencia Consulting,automationanywhere,,,"Excelencia Consulting is a full service technology firm that has vast experience in providing professional and managed services across Enterprise - infrastructure, database and applications for customers. With the addition of an Automation Anywhere partnership, Excelencia is excited to bring process automation to their existing and new customers in their business functions and also across their IT landscape covering apps, infra and data. www.excelenciaconsulting.com",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
116,Excelleur,automationanywhere,,,"Excelleur is a total solutions company specialized in providing IT services and Business Process Outsourcing solutions. Our Information Technology initiatives range from application development to networking efforts and e-Business operations, playing a role in virtually all aspects of business. Excelleur recognizes the need for companies to have state-of-the-art technologies at competitive prices. Excelleur unique smart-sourcing strategy provides the backbone, the IT services while you focus on running your business. Excelleur, Inc. is a mature and industry wide reputed software consulting group based out of Atlanta, Ga. We have been in the industry helping customers in providing leading edge technology solutions and augmenting their IT needs when necessary. The group is founded on the principles of integrity, technological insight, customer excellence and satisfaction.",0,0,0,0,false,https://excelleur.net/,,public_api,https://excelleur.net/,true,api_match,2026-02-26T08:45:51.038Z
117,Expertai Europe,automationanywhere,Europe,,"Expert.ai (EXAI:IM) is a leading company in AI-based natural language software. Organizations in insurance, banking and finance, publishing, media and defense all rely on expert.ai to turn language into data, analyze and understand complex documents, accelerate intelligent process automation and improve decision making. Expert.ai’s purpose-built natural language platform pairs simple and powerful tools with a proven hybrid AI approach that combines symbolic and machine learning to solve real-world problems and enhance business operations at speed and scale. With offices in Europe and North America, expert.ai serves global businesses such as AXA XL, Zurich Insurance Group, Generali, The Associated Press, Bloomberg INDG, BNP Paribas, Rabobank, Gannett and EBSCO.",0,0,0,0,false,https://expert.ai,,public_api,https://expert.ai,true,api_match,2026-02-26T08:45:51.038Z
118,Extra Technology,automationanywhere,,,"Extra Technology are leading Enterprise Automation specialists, providing consulting and education services around the Automation Anywhere platform. Our methodology makes for faster and more effective Automation Anywhere deployment, identifying key processes and improving and automating them as appropriate. Underpinning this is our best-of-breed training, ensuring the right training at the right level by the most appropriate means. Ultimately, we help you create a self-sufficient, more high-performance business. www.extratechnology.com",0,0,0,0,false,https://www.extratechnology.com/,,public_api,https://www.extratechnology.com/,true,api_match,2026-02-26T08:45:51.038Z
119,Fcamara Portugal,automationanywhere,Portugal,,"FCamara is a technology and innovation ecosystem that transforms the adoption of digital journeys into business value. With over 17 years in the market, the Brazilian multinational operates in Europe and the United Kingdom, with offices in Portugal, London, Dubai, and the Netherlands. Its ecosystem involves the orchestration of complete digital journeys, offering a set of skills that enable the development of initiatives without starting from scratch, through a personalized, flexible approach focused on co-creating the best value generation strategies. With high specialization in sectors such as retail, healthcare, and financial market, its solutions drive revenue acceleration, enhance operational efficiency, activate new revenue streams, and create impactful projects, supported by an Artificial Intelligence (AI) hub that promotes efficient and integrated adoption of these technologies. Learn more at",0,0,0,0,false,http://www.fcamara.com,,public_api,http://www.fcamara.com,true,api_match,2026-02-26T08:45:51.038Z
120,Fdx Networks,automationanywhere,,,"With various experience of RPA implementation in Finance, Manufacturing and Distribution industry, FDX Networks is the leading company in AA Consulting and Implementation Service as well as AA Education in Korea. www.fdxnetworks.com",0,0,0,0,false,http://www.fdxnetworks.com/,,public_api,http://www.fdxnetworks.com/,true,api_match,2026-02-26T08:45:51.038Z
121,Finesse Fz Llc,automationanywhere,,,"Finesse is a global system integration company, headquatered in Dubai. We assist over 250 enterprise clients, driving their digital transformation by encompassing business process re-engineering, digital design and architecture, deployment and maintenance of business critical solutions and services. www.finessedirect.com",0,0,0,0,false,https://finessedirect.com/,,public_api,https://finessedirect.com/,true,api_match,2026-02-26T08:45:51.038Z
122,First Gulf Solutions,automationanywhere,,,"First Gulf Solutions combines its deep industry specific expertise in intelligent and digital automation to align solutions to customer goals. We leverage digital automation solutions to build a powerful digital workforce and Intelligent Automation services to enterprises across different industries and worldwide across many countries in EMEA , Africa , Europe. Our deep bench of professionals equips us to rapidly help organizations in their digital transformation journey and address the client’s important and complex business challenges with high quality. We strive to provide the latest solutions to empower clients to achieve unlimited success.",0,0,0,0,false,http://www.firstgulfsolutions.com/,,public_api,http://www.firstgulfsolutions.com/,true,api_match,2026-02-26T08:45:51.038Z
123,First Source,automationanywhere,,,"Firstsource Solutions Limited, a RP-Sanjiv Goenka Group company (NSE: FSL, BSE: 532809, Reuters: FISO.BO, Bloomberg: FSOL@IN), is a leading global provider of customised Business Process Management (BPM) services to the Healthcare, Telecom & Media and Banking & Financial Services industries. The company's clients include Fortune 500 and FTSE 100 companies. Firstsource has a 'Right-shore' delivery model with operations in the US, the UK, India and the Philippines. www.firstsource.com",0,0,0,0,false,https://www.firstsource.com/,,public_api,https://www.firstsource.com/,true,api_match,2026-02-26T08:45:51.038Z
124,Flinq,automationanywhere,,,"FlinQ is a pure-play expert in the field of Robotic Process Automation (RPA) and related AI. Our focus is on enablement to guide organizations to establish their automation journey through implementation and education services to accelerate and scale programs using best-of-breed RPA software. We provide end-to-end automation solutions wherein smart collaboration platforms are used to embed information capture, robotics, AI, process mining and analytics. Our experts are serving customers across the European continent. www.flinq-automation.com",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
125,Flowable Ag,automationanywhere,,,"Flowable is an award-winning intelligent automation platform for business processes and case management solutions that connect companies with their customers, colleagues and automated systems. Providing conversation-driven processes integrated with popular chat apps, it enables new ways to engage with people in regulated industries. It runs on one of the most performant, open source-based business process and case management engines available. It has been successfully adopted by major companies around the world.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
126,Fluxym Paris,automationanywhere,Paris,Lyon,"For 17 years, Fluxym×s experts have supported companies in their projects of implementation of Source-to-Pay solutions. With over 400 projects realized across the globe and solid partnerships with the best solutions on the market, Fluxym offers a wide range of services for the automation of the Procurement and Finance processes. Based in Paris, Lyon, Montr×al, Toronto, Chicago and Singapore, the company counts today 110 collaborators. www.fluxym.com",0,0,0,0,false,http://www.fluxym.com/,,public_api,http://www.fluxym.com/,true,api_match,2026-02-26T08:45:51.038Z
127,Forfirm Consulting,automationanywhere,,,"FORFIRM is answering real business challenges for our clients through innovation and deep industry knowledge. We support our client in the implementation of sophisticated Business Process automation solutions adopting Automation Anywhere technology. FORFIRM is operating in Italy, Switzerland, and UK. www.forfirm.com",0,0,0,0,false,https://www.forfirm.com/,,public_api,https://www.forfirm.com/,true,api_match,2026-02-26T08:45:51.038Z
128,Fournxt,automationanywhere,,,"FourNxt is a leading Intelligent Automation service provider with capabilities spanning across consulting, implementation and support. FourNxt has successfully developed thousands of robots to automate knowledge work and have a track record of successful RPA implementations worldwide. FourNxt also has capabilities in Process Mining, Intelligent Document Processing, low code application development, AI and chatbots www.fournxt.com",0,0,0,0,false,https://fournxt.com/,,public_api,https://fournxt.com/,true,api_match,2026-02-26T08:45:51.038Z
129,Fourtens,automationanywhere,,,"FourTens is a successful professional services organization specializing in providing a variety of DPA and RPA consulting services. Services range from environment rollouts, business analysis, solution delivery to mentoring. FourTens partners with leaders in DPA and RPA arenas, and supporting technologies, to give our customers the highest impact IPA benefits on their Digital Transformation journey. FourTens has a strong customer focus and believe in lasting relationships. With our speed-to-value approach we deliver solutions that meets business goals and immediate value. www.fourtens.com",0,0,0,0,false,https://fourtens.com/,,public_api,https://fourtens.com/,true,api_match,2026-02-26T08:45:51.038Z
130,Fujitsu,automationanywhere,,,"Fujitsu is the leading Japanese information and communication technology (ICT) company, offering a full range of technology products, solutions and services. Approximately 140,000 Fujitsu people support customers in more than 100 countries. We use our experience and the power of ICT to shape the future of society with our customers. Fujitsu delivers total solutions in the field of information and communication technology. Along with multifaceted services provision, our comprehensive business encompasses the development, manufacture, sales and maintenance of the cutting-edge, high-quality products and electronic devices that make these services possible. We have signed a partner agreement in Europe.",0,0,0,0,false,https://www.fujitsu.com/global/,,public_api,https://www.fujitsu.com/global/,true,api_match,2026-02-26T08:45:51.038Z
131,Fusion Global Business Solutions,automationanywhere,,,"Fusion Global Business Solutions is the supplier of choice for enterprise customers undergoing digital transformation - organizations who want to leverage agile technologies and modernize their existing IT to remain relevant in their markets and to give their employees and customers access to technology services that are relevant, always available, performant and secure. We deliver measured outcomes for our customers with AI-powered service management and operations. With our own software and world class vendors like Automation Anywhere, we will help you optimise and automate your workflows, improve productivity and reduce costs.",0,0,0,0,false,http://www.fusiongbs.com,,public_api,http://www.fusiongbs.com,true,api_match,2026-02-26T08:45:51.038Z
132,Futran Solutions,automationanywhere,,,"Futran Solutions is a premier IT consulting, staff augmentation, project implementation company in the niche areas of Data Analytics, AI/RPA, BlockChain, Digital Marketing, Cloud computing, DevOps, and App Development. From maximizing business growth with digital branding to leveraging bleeding-edge industrial technologies, Futran's diversely talented teams drive business growth from every conceivable angle. www.futransolutions.com",0,0,0,0,false,https://www.futransolutions.com/,,public_api,https://www.futransolutions.com/,true,api_match,2026-02-26T08:45:51.038Z
133,Galaxy Software Services,automationanywhere,,,"Established in 1987, we are the leader in Taiwan’ s IT industry and the regional IT software and SaaS cloud service provider. The basis of our innovation and development are providing long term commitment towards customers’ use case study, sophisticated software engineering, advanced collaboration, use of advanced mobile, IT and cloud technologies. Our innovative applications and tailored solutions have won the heart of over 2000 financial service firms, government organizations, hospitals, telecommunication providers and customers from other industries as well as over 10,000 individual cloud application users.",0,0,0,0,false,https://gssweb.gss.com.tw/en/,,public_api,https://gssweb.gss.com.tw/en/,true,api_match,2026-02-26T08:45:51.038Z
134,Gamma Innovation Italy,automationanywhere,Italy,providing IT consultancy services,"Gamma Innovation is a System Integrator based in Italy, providing IT consultancy services and support to companies through the Digital Transformation journey. We offer customized solutions and a complete range of IT services, strongly focused on Intelligent Process Automation by a dedicated CoE and IT professional training provided by the Gamma Academy. Our approach is rooted in operational excellence, combining a team of experienced IT professionals with continuous investment in R&D of innovative solutions for process and technology governance. Our ""AUTOMATON Dynamic Bot Manager"" enables important tools for automated process governance. The RPA at a higher level! www.gammainnovation.it",0,0,0,0,false,https://www.gammainnovation.it,,public_api,https://www.gammainnovation.it,true,api_match,2026-02-26T08:45:51.038Z
135,Gbm Guatemala,automationanywhere,Guatemala,,"GBM is a leading IT services company, a solutions integrator, and an expert in information technologies. GBM is a regional company with offices in Guatemala, Honduras, Belize, El Salvador, Nicaragua, Costa Rica, Panama, the Dominican Republic, and Haiti. It also has offices in Miami, USA, as a product distribution point.    GBM is a client's strategic ally, providing consulting and implementing solutions that enable the creation and evolution of automated processes to foster greater competitiveness. It provides all the components for a corporate technological infrastructure with hardware, software, consulting, and specialized services. GBM is the exclusive distributor of IBM in the region and additionally, officially represents, with full support, leading industry brands such as Lenovo, Cisco, SAP, among others""",0,0,0,0,false,https://www.gbm.net/,,public_api,https://www.gbm.net/,true,api_match,2026-02-26T08:45:51.038Z
136,Genpact,automationanywhere,,,"Genpact (NYSE: G) is a global professional services firm that makes business transformation real. We drive digital-led innovation and digitally-enabled intelligent operations for our clients, guided by our experience running thousands of processes for hundreds of Global Fortune 500 companies. We think with design, dream in digital, and solve problems with data and analytics. We obsess over operations and focus on the details × all 78,000+ of us. From New York to New Delhi and more than 20 countries in between, Genpact has the end-to-end expertise to connect every dot, reimagine every process, and reinvent companies' ways of working.",0,0,0,0,false,http://www.genpact.com/,,public_api,http://www.genpact.com/,true,api_match,2026-02-26T08:45:51.038Z
137,Gft Technologies,automationanywhere,,,"GFT Technologies is a globally active, AI-centric technology partner. Originating in banking and finance, we bring decades of expertise in digital transformation to clients across industries. By combining sector know-how with cutting-edge technology, our mission is to unlock the full value of data, create sustainable business impact, and deliver measurable results through AI.",0,0,0,0,false,https://www.gft.com,,public_api,https://www.gft.com,true,api_match,2026-02-26T08:45:51.038Z
138,Global Experts Consulting,automationanywhere,,,"Global Experts Consulting – GEC is a consulting company, operating within the EMEA region, from its offices in Paris (France) and Casablanca (Morocco).Driven by a strong ambition, GEC has developed a wide range of solutions, to serve its clients internationally and across industries. Its know-how is derived from its ability to combine the best talents and technologies to offer tailor-made services and skills that meet international standards. GEC serves its customers through its Management Consulting expertise (Strategy & Development, Organizational Excellence, IT transformation, etc.). Within the RPA focused Business Unit (RPA Advisory), GEC provides sustainable, high ROI RPA services to its clients.",0,0,0,0,false,http://rpa-advisory.com,,public_api,http://rpa-advisory.com,true,api_match,2026-02-26T08:45:51.038Z
139,Globaltek Security Sas,automationanywhere,,,"WHO ARE WE ? We are an organization founded in 1995, with proven experience in consulting, implementation of technological solutions and in the execution of Information Security projects.  We have developed numerous projects in public and private sector companies in Colombia and have also been called upon from other Latin American countries, thanks to the knowledge and experience we have gained over the years and the recognition of suppliers and clients who categorize GLOBALTEK SECURITY as a mature and well-prepared organization for the development and implementation of products and services aimed at protecting digital assets and sensitive data of organizations.",0,0,0,0,false,https://www.globalteksecurity.com/,,public_api,https://www.globalteksecurity.com/,true,api_match,2026-02-26T08:45:51.038Z
140,Go Live Tech,automationanywhere,,,"Go Live Tech is the national leader in Robotic as a Service (RaaS). It is a highly specialized technology consultancy in process automation, RPA / RDA / RCA, data engineering, applied artificial intelligence, Business Intelligence implementation and implementation of Operational Centers of Excellence.",0,0,0,0,false,https://golivetech.com.br,,public_api,https://golivetech.com.br,true,api_match,2026-02-26T08:45:51.038Z
